Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
LOVELAND PRODUCTS INC,FAIRBURY,JEFFERSON,NE,68352,40.1209,-97.1616,Chemicals,NO,34735,0,0,37375
APPALACHIAN PLASTICS INC.,GLADE SPRING,WASHINGTON,VA,24340,36.77297,-81.778,Plastics and Rubber,YES,27922,0,0,37229
CHS MCPHERSON REFINERY - SRU,MCPHERSON,MCPHERSON,KS,67460,38.347278,-97.673846,Petroleum,NO,31438,0,0,37229
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,CARSON,LOS ANGELES,CA,90745,33.815889,-118.243953,Petroleum,NO,37000,0,0,37180
BAKELITE SYNTHETICS,LOUISVILLE,JEFFERSON,KY,40216,38.195278,-85.872222,Chemicals,NO,6763,30305,0,37159
WESTLAKE VINYLS CO,GEISMAR,ASCENSION PARISH,LA,70734,30.208604,-91.011128,Chemicals,YES,28200,1,0,37101
DYNACHEM INC,GEORGETOWN,VERMILION,IL,61846,40.00556,-87.643266,Chemicals,NO,35562,0,0,37052
VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.81775,-97.482552,Petroleum,NO,32185,2.95,0,37007.786
COS-MAR CO,CARVILLE,IBERVILLE PARISH,LA,70721,30.225083,-91.069424,Chemicals,YES,19000,2.6,0,37002.6
BLANCHARD REFINING CO LLC,TEXAS CITY,GALVESTON,TX,77590,29.374444,-94.925,Petroleum,NO,34000,0,0,37000
ARMSTRONG GAS PLANT,YOAKUM,DEWITT,TX,77995,29.134903,-97.03896,Natural Gas Processing,YES,37000,0,0,37000
PHILLIPS 66 RODEO RENEWABLE ENERGY COMPLEX,RODEO,CONTRA COSTA,CA,94572,38.0436,-122.2532,Petroleum,NO,36610,0,0,36884
TOTALENERGIES PETROCHEMICALS & REFINING USA INC-PORT ARTHUR,PORT ARTHUR,JEFFERSON,TX,77642,29.957935,-93.897484,Petroleum,NO,34728.19,0,0,36872.58
CLEVELAND-CLIFFS MONESSEN COKE LLC,MONESSEN,WESTMORELAND,PA,15062,40.1632,-79.8861,Petroleum,NO,36285,0,0,36872
STRONGWELL - CHATFIELD DIV,CHATFIELD,FILLMORE,MN,55923,43.83579,-92.16726,Plastics and Rubber,NO,36820,0,0,36820
CALUMET MONTANA REFINING LLC.,GREAT FALLS,CASCADE,MT,59404,47.523611,-111.294167,Petroleum,NO,36582.7,0,0,36651.7
ADVANCED FIBERMOLDING INC,LEROY,OSCEOLA,MI,49655,44.017074,-85.558497,Plastics and Rubber,YES,35872,0,0,36616
WESTLAKE US 2 LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2235,-93.2869,Chemicals,NO,12000,20000,0,36600
THE DOW CHEMICAL CO,MIDLAND,MIDLAND,MI,48667,43.6003,-84.2234,Chemicals,NO,7600,0,0,36600
GB MANUFACTURING INC CALIF. ACRYLIC IND. INC. (DBA CAL SPAS),POMONA,LOS ANGELES,CA,91766,34.051944,-117.727835,Plastics and Rubber,YES,35031,0,0,36599.12
EXXONMOBIL CHEMICAL CO BATON ROUGE POLYOLEFINS PLANT,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70807,30.560139,-91.2055,Chemicals,NO,28222,0,0,36509
BIG WEST OIL LLC,NORTH SALT LAKE,DAVIS,UT,84054,40.838386,-111.921443,Petroleum,NO,36500,0,0,36500
P4 PRODUCTION LLC,SODA SPRINGS,CARIBOU,ID,83276,42.687031,-111.5878,Chemicals,NO,345,0,0,36483.31
WOOD RIVER REFINERY,ROXANA,MADISON,IL,62084,38.840401,-90.070774,Petroleum,NO,21393,0,0,36410
INGEVITY SOUTH CAROLINA LLC CHARLESTON CHEMICAL PLANT,NORTH CHARLESTON,CHARLESTON,SC,29406,32.89778,-79.97299,Chemicals,NO,25988,0,0,36394
CALUMET SHREVEPORT REFINING LLC,SHREVEPORT,CADDO PARISH,LA,71109,32.470833,-93.790833,Petroleum,NO,15738.4,13.7,0,36388.7
DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT,NORTH CHESTERFIELD,CHESTERFIELD,VA,23234,37.45093,-77.43415,Chemicals,NO,0,36387,0,36387
MTI BATHS,SUGAR HILL,GWINNETT,GA,30518,34.085329,-84.042178,Plastics and Rubber,YES,36340,0,0,36340
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,NO,12552,0,0,36311
METHANEX USA SERVICES LLC,GEISMAR,ASCENSION PARISH,LA,70734,30.206667,-91.020833,Chemicals,NO,31303.5,303.7,0,36278.2
CALCASIEU REFINING CO,LAKE CHARLES,CALCASIEU PARISH,LA,70605,30.1338,-93.3206,Petroleum,NO,2579,2,0,36145
CHEMOURS WASHINGTON WORKS,WASHINGTON,WOOD,WV,26181,39.271944,-81.661667,Chemicals,NO,0,36092,0,36092
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,YES,25000,0,0,36000
WYNNEWOOD REFINING CO,WYNNEWOOD,GARVIN,OK,73098,34.6289,-97.1685,Petroleum,NO,35968,0,0,35968
LFM-GIDDINGS HQ EAST,GIDDINGS,LEE,TX,78942,30.18525,-96.95631,Plastics and Rubber,YES,35826,0,0,35826
CATLETTSBURG REFINING LLC,CATLETTSBURG,BOYD,KY,41129,38.377246,-82.597162,Petroleum,NO,0,35808,0,35808
MONROE ENERGY LLC-TRAINER REFINERY,TRAINER,DELAWARE,PA,19061,39.829311,-75.401169,Petroleum,NO,23190,0,0,35804
NOURYON SURFACE CHEMISTRY LLC,MORRIS,GRUNDY,IL,60450,41.408188,-88.336227,Chemicals,NO,30440,0,0,35778
CELANESE ACETATE LLC - CELCO PLANT,NARROWS,GILES,VA,24124,37.3451,-80.76293,Chemicals,YES,0,0,0,35728
POGO MINE,DELTA JUNCTION,SOUTHEAST FAIRBANKS CENSU,AK,99737,64.449722,-144.939623,Metal Mining,NO,0,6263,0,35612
SYNTHOMER JEFFERSON HILLS LLC,JEFFERSON HILLS,ALLEGHENY,PA,15025,40.27322,-79.89591,Chemicals,NO,22825,0.001,0,35590.001
VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.81775,-97.482552,Petroleum,NO,35291,286.4,0,35577.4
EVONIK CORP,HAYSVILLE,SEDGWICK,KS,67060,37.574167,-97.426111,Chemicals,NO,32370,0,0,35440
TESSENDERLO KERLEY INC. WYNNEWOOD PLANT,WYNNEWOOD,GARVIN,OK,73098,34.636067,-97.171078,Chemicals,NO,11177.9,0,0,35414.9
TARGA MONT BELVIEU COMPLEX,MONT BELVIEU,CHAMBERS,TX,77580,29.843056,-94.895278,Natural Gas Processing,NO,26659,0,0,35381
CREATIVE LIQUID COATINGS INC.,KENDALLVILLE,NOBLE,IN,46755,41.440638,-85.218049,Plastics and Rubber,NO,31793.58,0,0,35326.2
HF SINCLAIR EL DORADO REFINING LLC,EL DORADO,BUTLER,KS,67042,37.794007,-96.87414,Petroleum,NO,31000,4,0,35304
INEOS PHENOL,THEODORE,MOBILE,AL,36582,30.529655,-88.12349,Chemicals,YES,18002.9,0,0,35261.1
HYUNDAI MOBIS,MONTGOMERY,MONTGOMERY,AL,36108,32.32057,-86.44255,Plastics and Rubber,NO,35255,0,0,35260
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,YES,119,91,0,35235
PHILLIPS 66 CO SWEENY REFINERY COMPLEX,OLD OCEAN,BRAZORIA,TX,77463,29.070847,-95.750363,Petroleum,NO,35221,0,0,35221
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,YES,203,1409,0,35198
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,33937,47,0,35131
INDORAMA VENTURES,DECATUR,MORGAN,AL,35601,34.6415,-87.0589,Chemicals,NO,3808,0,0,35126
HOLLYFRONTIER NAVAJO REFINING LLC - ARTESIA REFINERY,ARTESIA,EDDY,NM,88210,32.848593,-104.394383,Petroleum,NO,30000,0,0,35100
R3 COMPOSITES CORP,GRABILL,ALLEN,IN,46741,41.21577,-84.96076,Plastics and Rubber,YES,0,0,0,35073
LACC LLC US/LOTTE CHEMICAL LOUISIANA LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.214192,-93.30859,Chemicals,NO,15645,0,0,35006
EXXONMOBIL OIL BEAUMONT REFINERY (PART),BEAUMONT,JEFFERSON,TX,77701,30.065833,-94.071388,Petroleum,NO,22000,0.27,0,35000.27
EXXONMOBIL OIL CORP CHEMICAL PLANT (PART),BEAUMONT,JEFFERSON,TX,77701,30.069957,-94.062144,Chemicals,YES,25000,0,0,35000
OCCIDENTAL CHEMICAL CORP LULING,LULING,ST. CHARLES PARISH,LA,70070,29.9307,-90.34736,Chemicals,NO,0,0,0,35000
EXXONMOBIL OIL CORP CHEMICAL PLANT (PART),BEAUMONT,JEFFERSON,TX,77701,30.069957,-94.062144,Chemicals,NO,21000,0,0,35000
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,NO,0,35000,0,35000
STILLWATER MINING CO EAST BOULDER MINE,BIG TIMBER,SWEET GRASS,MT,59011,45.724998,-109.891998,Metal Mining,NO,105,0,0,34967
BP AMERICA PRODUCTION BLOCK 31 GAS PLANT,CRANE,CRANE,TX,79731,31.6467,-102.52869,Natural Gas Processing,YES,34958,0,0,34958
WESTLAKE VINYLS INC. - PVC PLANT,CALVERT CITY,MARSHALL,KY,42029,37.045833,-88.350556,Chemicals,NO,33045.9,0,0,34923.9
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,YES,34384,0,0,34841
FORMOSA PLASTICS CORP TEXAS,POINT COMFORT,CALHOUN,TX,77978,28.69759,-96.542101,Chemicals,YES,28350,0,0,34796
WESTLAKE CHEMICALS & VINYLS LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.252222,-93.284444,Chemicals,NO,30577.02,0,0,34712.5
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,50,287,0,34694
CITGO PETROLEUM CORP,SULPHUR,CALCASIEU PARISH,LA,70665,30.18149,-93.324051,Petroleum,NO,34340,0,0,34682
MARLAM INDUSTRIES INC.,PHOENIX,MARICOPA,AZ,85034,33.425067,-112.061853,Plastics and Rubber,YES,34400,0,0,34650
MOSAIC FERTILIZER LLC-RIVERVIEW,RIVERVIEW,HILLSBOROUGH,FL,33578,27.864473,-82.385841,Chemicals,NO,600,0,0,34600
ECO SERVICES OPERATIONS CORP.,HOUSTON,HARRIS,TX,77012,29.718139,-95.26875,Chemicals,NO,32185.14,0,0,34578.64
HARVEST LOUISIANA TERMINALS LLC - ALLIANCE TERMINAL,BELLE CHASSE,PLAQUEMINES PARISH,LA,70037,29.684887,-89.97613,Petroleum,NO,30424,5,0,34548
ALPEK POLYESTER USA LLC-COLUMBIA SITE,GASTON,CALHOUN,SC,29053,33.866387,-81.012712,Chemicals,YES,4554,29684,0,34531
STABILIT AMERICA INC.,MOSCOW,FAYETTE,TN,38057,35.063281,-89.374489,Plastics and Rubber,YES,33509,0,0,34524
PHILLIPS 66 CO-BAYWAY REFINERY,LINDEN,UNION,NJ,7036,40.640135,-74.21888,Petroleum,NO,34500,0,0,34500
PAR HAWAII REFINING LLC,KAPOLEI,HONOLULU,HI,96707,21.3041,-158.0912,Petroleum,NO,31001.731,0.001,0,34499.587
FIBERPRO INC,LA CROSSE,LA CROSSE,WI,54601,43.876516,-91.161533,Plastics and Rubber,YES,34447,0,0,34447
ODOM INDUSTRIES INC,WAYNESBORO,WAYNE,MS,39367,31.6505,-88.642694,Chemicals,NO,0,0,0,34397.22
THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.320903,-91.239015,Chemicals,YES,2263,0,0,34369
CF INDUSTRIES NITROGEN LLC-PORT NEAL NITROGEN COMPLEX,SERGEANT BLUFF,WOODBURY,IA,51054,42.328004,-96.363891,Chemicals,NO,34346.3,0,0,34346.3
MAAX US CORP.,MARTINSBURG,BERKELEY,WV,25401,39.495698,-77.94752,Plastics and Rubber,YES,34324,0,0,34324
CIE NORFOLK GNS LLC,NORFOLK,MADISON,NE,68701,42.06672,-97.3815,Chemicals,NO,0,0,0,34320
OXY VINYLS LP DEER PARK CAUSTIC,DEER PARK,HARRIS,TX,77536,29.72613,-95.10802,Chemicals,NO,0,0,0,34307.5
WESTLAKE US 2 LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2235,-93.2869,Chemicals,YES,31000,2300,0,34300
FORMOSA PLASTICS CORP TEXAS,POINT COMFORT,CALHOUN,TX,77978,28.69759,-96.542101,Chemicals,YES,14899,147,0,34297
EXXONMOBIL OIL CORP JOLIET REFINERY,CHANNAHON,WILL,IL,60410,41.413831,-88.18346,Petroleum,NO,3982.4,43.1,0,34274.2
CLEARSTREAM WASTEWATER SYSTEMS INC,SILSBEE,HARDIN,TX,77656,30.354694,-94.10423,Plastics and Rubber,YES,34261,0,0,34266
HF SINCLAIR WOODS CROSS REFINING LLC,WOODS CROSS,DAVIS,UT,84087,40.886022,-111.904759,Petroleum,NO,34000,0,0,34250
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,NO,466,0,0,34245
MARATHON PETROLEUM CO LP ILLINOIS REFINING DIV,ROBINSON,CRAWFORD,IL,62454,39.002146,-87.725378,Petroleum,NO,32377,810,0,34184
PPG INDUSTRIES INC-OAK CREEK,OAK CREEK,MILWAUKEE,WI,53154,42.84874,-87.93297,Chemicals,NO,12163.32,0,0,34177.24
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,CALHOUN,TX,77979,28.570964,-96.83341,Chemicals,NO,0,806.6,0,34116.6
LYONDELL CHEMICAL CO BAYPORT FACILITY,PASADENA,HARRIS,TX,77507,29.61,-95.05,Chemicals,YES,1890.7,0,0,34081.1
ALLEN INDUSTRIES LLC,SEDALIA,PETTIS,MO,65301,38.620424,-93.245149,Plastics and Rubber,YES,0,0,0,34048
FREEPORT_OLIN BC,FREEPORT,BRAZORIA,TX,77541,28.969389,-95.379528,Chemicals,NO,32618,0,0,34019
THE LYCRA CO LLC,WAYNESBORO,AUGUSTA,VA,22980,38.061111,-78.883333,Chemicals,NO,0,34000,0,34000
CHEVRON PRODUCTS CO RICHMOND REFINERY,RICHMOND,CONTRA COSTA,CA,94801,37.938779,-122.396453,Petroleum,NO,0,34000,0,34000
FREEPORT-MCMORAN SAFFORD INC,SAFFORD,GRAHAM,AZ,85546,32.958333,-109.675,Metal Mining,NO,250,0,0,33950
DYNASTY SPAS,ATHENS,MCMINN,TN,37303,35.46451,-84.65352,Plastics and Rubber,YES,33906,0,0,33906
FREEPORT-MCMORAN BAGDAD INC,BAGDAD,YAVAPAI,AZ,86321,34.56849,-113.17552,Metal Mining,NO,0,0,0,33902.1
CYTEC ENGINEERED MATERIALS INC.,PIEDMONT,GREENVILLE,SC,29673,34.73954,-82.39152,Chemicals,YES,33003,0,0,33891
SYNTHOMER ADHESIVE TEHCNOLOGIES EASTOFLEX & EAST,LONGVIEW,HARRISON,TX,75602,32.43284,-94.687398,Chemicals,NO,4137,0,0,33845
EXXONMOBIL OIL CORP JOLIET REFINERY,CHANNAHON,WILL,IL,60410,41.413831,-88.18346,Petroleum,NO,8775.4,32.6,0,33842.2
RAMSEY GAS PLANT,ORLA,REEVES,TX,79770,31.92615,-104.022105,Natural Gas Processing,YES,33698,0,0,33698
STEELE PLASTICS LLC,CONWAY,FAULKNER,AR,72034,35.061115,-92.42789,Plastics and Rubber,YES,33680,0,0,33681
ASHLAND SPECIALTY INGREDIENTS GP,HOPEWELL,HOPEWELL (CITY),VA,23860,37.290756,-77.282185,Chemicals,NO,29746,0,0,33655
MARATHON PETROLEUM CO LP ILLINOIS REFINING DIV,ROBINSON,CRAWFORD,IL,62454,39.002146,-87.725378,Petroleum,NO,3215.8,30,0,33649.8
MITSUBISHI CHEMICAL AMERICA INC.,GREER,GREENVILLE,SC,29650,34.926131,-82.261142,Plastics and Rubber,YES,24770.68,0,0,33635.08
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,YES,16000,600,0,33600.01
VALMONT COMPOSITE STRUCTURES ESTILL,ESTILL,HAMPTON,SC,29918,32.7468,-81.24219,Plastics and Rubber,YES,33580,0,0,33580
RAIN CII CARBON LLC,NORCO,ST. CHARLES PARISH,LA,70079,30.00235,-90.397107,Petroleum,NO,33562.38,0,0,33562.38
TESSENDERLO KERLEY INC.,COFFEYVILLE,MONTGOMERY,KS,67337,37.048587,-95.611253,Chemicals,NO,5046,0,0,33546
ELITE OCTANE LLC,ATLANTIC,CASS,IA,50022,41.41772,-95.03182,Chemicals,NO,33515.26,0,0,33515.5
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,31399,0,0,33501
WYNNEWOOD REFINING CO,WYNNEWOOD,GARVIN,OK,73098,34.6289,-97.1685,Petroleum,NO,6004,0.224,0,33485.874
CHEVRON PHILLIPS CHEMICAL CO LP,BAYTOWN,HARRIS,TX,77521,29.826,-94.921917,Chemicals,NO,0,33445,0,33445
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,PASCAGOULA,JACKSON,MS,39581,30.343733,-88.4938,Petroleum,NO,33400,0,0,33400
MB FRAC I II & III,BAYTOWN,CHAMBERS,TX,77521,29.855154,-94.913171,Natural Gas Processing,NO,30897,0,0,33367.342
CATLETTSBURG REFINING LLC,CATLETTSBURG,BOYD,KY,41129,38.377246,-82.597162,Petroleum,NO,27517,0,0,33323
LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-WV,JANE LEW,LEWIS,WV,26378,39.102258,-80.396183,Plastics and Rubber,NO,33272,0,0,33272
MOTIVA-PORT ARTHUR REFINERY,PORT ARTHUR,JEFFERSON,TX,77640,29.883333,-93.958333,Petroleum,NO,20543,1,0,33225
ERGON WEST VIRGINIA INC,NEWELL,HANCOCK,WV,26050,40.6111,-80.630833,Petroleum,NO,0,33178,0,33178
SASOL CHEMICALS (USA) LLC-LAKE CHARLES CHEMICAL COMPLEX,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2588,-93.2937,Chemicals,NO,33165,0,0,33168
UNION CARBIDE CORP TEXAS CITY PLANT,TEXAS CITY,GALVESTON,TX,77590,29.3742,-94.9455,Chemicals,NO,31197,0,0,33162
AIRGAS DRY ICE,TORRANCE,LOS ANGELES,CA,90503,33.84718,-118.332562,Chemicals,NO,1,0,0,33157
EVOLVE STONE LLC,WINCHESTER,FREDERICK,VA,22603,39.21817,-78.14853,Plastics and Rubber,YES,33084,0,0,33084
MATERION NATURAL RESOURCES INC MILL,DELTA,MILLARD,UT,84624,39.46657,-112.438488,Metal Mining,NO,43,0,0,33043
CONTITECH USA INC.,AUBURN,DEKALB,IN,46706,41.364498,-85.066491,Plastics and Rubber,NO,32844,0,0,33023
FREEPORT-MCMORAN MORENCI INC,MORENCI,GREENLEE,AZ,85540,33.065,-109.34222,Metal Mining,NO,0,0,0,33005
PHARMACIA & UPJOHN CO LLC A SUBSIDIARY OF PFIZER INC,PORTAGE,KALAMAZOO,MI,49002,42.21319,-85.55999,Chemicals,NO,33000,0,0,33000
CITGO REFINING & CHEMICALS CO LP EAST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.80962,-97.425869,Petroleum,NO,31836.94,1136.08,0,32991.02
LOUISVILLE PACKAGING,LOUISVILLE,JEFFERSON,KY,40214,38.141228,-85.754515,Chemicals,NO,32862,0,0,32862
CHEVRON PHILLIPS CHEMICAL CO LP BORGER PLANT,BORGER,HUTCHINSON,TX,79007,35.6995,-101.353083,Chemicals,NO,13662.8,0,0,32765.8
USS-CLAIRTON PLANT,CLAIRTON,ALLEGHENY,PA,15025,40.305088,-79.876911,Petroleum,NO,5,51,0,32718
3M CHEMICAL OPERATIONS' COTTAGE GROVE FACILITY,COTTAGE GROVE,WASHINGTON,MN,55016,44.789444,-92.908333,Chemicals,NO,32363.74,56.72,0,32686.82
KENNECOTT UTAH COPPER MINE CONCENTRATORS & POWER PLANT,BINGHAM CANYON,SALT LAKE,UT,84006,40.516666,-112.150002,Metal Mining,NO,5,0,0,32622
WESTLAKE US 2 LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2235,-93.2869,Chemicals,NO,3600,0,0,32600
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,YES,23076,0,0,32500
BIO-LAB INC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.23771,-93.25865,Chemicals,NO,31542.26,0,0,32394.14
INOAC EXTERIOR SYSTEMS LLC,FREMONT,SANDUSKY,OH,43420,41.364093,-83.152116,Plastics and Rubber,NO,32358.399,0,0,32358.399
ARKEMA INC,CALVERT CITY,MARSHALL,KY,42029,37.056699,-88.365727,Chemicals,NO,7119,0,0,32276
HAMILTON BATHWARE,HAMILTON,MARION,AL,35570,34.10973,-87.98925,Plastics and Rubber,NO,32200,0,0,32200
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,19228,236,0,32181
MOBIL CHEMICAL CO BEAUMONT POLYETHYLENE PLANT,BEAUMONT,JEFFERSON,TX,77713,30.068247,-94.23005,Chemicals,NO,32000,0,0,32154
HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,PORT NECHES,JEFFERSON,TX,77651,29.972738,-93.94853,Chemicals,NO,31785,0,0,32110
INDORAMA VENTURES,DECATUR,MORGAN,AL,35601,34.6415,-87.0589,Chemicals,YES,18977,0,0,32074
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,NO,55,32000,0,32055
COFFEYVILLE RESOURCES REFINING & MARKETING,COFFEYVILLE,MONTGOMERY,KS,67337,37.047556,-95.606106,Petroleum,NO,26063,44,0,32041
KURARAY AMERICA-EVAL BU,PASADENA,HARRIS,TX,77507,29.619722,-95.04361,Chemicals,NO,27740,0,0,32018
FORMOSA PLASTICS CORP TEXAS,POINT COMFORT,CALHOUN,TX,77978,28.69759,-96.542101,Chemicals,NO,16030,736,0,31993
PCS PHOSPHATE CO INC,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,Chemicals,NO,4.8,0,0,31941.428
CHEMOURS DELISLE PLANT,PASS CHRISTIAN,HARRISON,MS,39571,30.389186,-89.308892,Chemicals,YES,0,2,0,31909
OCI BEAUMONT LLC,NEDERLAND,JEFFERSON,TX,77627,30.013944,-94.048333,Chemicals,NO,30520,425.6,0,31896.6
LANXESS - WEST PLANT,MAGNOLIA,COLUMBIA,AR,71753,33.18557,-92.704483,Chemicals,NO,21135,0,0,31877
ADVANSIX INC HOPEWELL PLANT,HOPEWELL,HOPEWELL (CITY),VA,23860,37.3009,-77.2722,Chemicals,NO,2905,28465,0,31874
BASF CORP - BEAUMONT,BEAUMONT,JEFFERSON,TX,77705,29.971389,-94.053333,Chemicals,NO,548,16,0,31796
STEPAN CO MILLSDALE ROAD,ELWOOD,WILL,IL,60421,41.441667,-88.15972,Chemicals,NO,1554,149,0,31762
PHILLIPS 66 LAKE CHARLES REFINERY,WESTLAKE,CALCASIEU PARISH,LA,70669,30.242155,-93.274386,Petroleum,NO,23038,44,0,31664
WHITE SPRINGS AGRICULTURAL CHEMICALS INC. - NUTRIEN,WHITE SPRINGS,HAMILTON,FL,32096,30.440833,-82.788056,Chemicals,NO,0,0,0,31646
FREEPORT_OLIN BC,FREEPORT,BRAZORIA,TX,77541,28.969389,-95.379528,Chemicals,YES,27304,0,0,31628
J R SIMPLOT CO DON SID ING,POCATELLO,POWER,ID,83204,42.9089,-112.5239,Chemicals,NO,4.3,0,0,31615.05
PHILLIPS 66 LAKE CHARLES REFINERY,WESTLAKE,CALCASIEU PARISH,LA,70669,30.242155,-93.274386,Petroleum,NO,24385,0,0,31564
CALCASIEU REFINING CO,LAKE CHARLES,CALCASIEU PARISH,LA,70605,30.1338,-93.3206,Petroleum,NO,3779,5,0,31551
INOAC EXTERIOR SYSTEMS LLC,FREMONT,SANDUSKY,OH,43420,41.364093,-83.152116,Plastics and Rubber,NO,31549.465,0,0,31549.465
WESTLAKE VINYLS INC,CALVERT CITY,MARSHALL,KY,42029,37.051111,-88.334167,Chemicals,NO,1760.23,0,0,31484.54
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,NO,10185,0,0,31481
CELANESE LTD CLEAR LAKE PLANT,PASADENA,HARRIS,TX,77507,29.624369,-95.062877,Chemicals,NO,28453.6,0,0,31443.6
BASF TOTALENERGIES PETROCHEMICALS LLC,PORT ARTHUR,JEFFERSON,TX,77642,29.951649,-93.887272,Chemicals,YES,27176.8,0,0,31439.6
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,775110000,29.231225,-95.196088,Chemicals,NO,0,0,0,31424
INEOS US CHEMICALS CO - COOPER RIVER PLANT,WANDO,BERKELEY,SC,29492,32.9722,-79.8833,Chemicals,NO,3000,1400,0,31400
DAGGER DRAW GAS PLANT,ARTESIA,EDDY,NM,88210,32.71629,-104.44602,Natural Gas Processing,NO,988,0,0,31397.29
GOODYEAR TIRE & RUBBER CO,BEAUMONT,JEFFERSON,TX,77705,29.976111,-94.218333,Chemicals,YES,131,0,0,31324.56
LYONDELLBASELL ACETYLS LLC,LA PORTE,HARRIS,TX,77571,29.712222,-95.066667,Chemicals,NO,28000,0,0,31300
INOAC EXTERIOR SYSTEMS LLC,FREMONT,SANDUSKY,OH,43420,41.364093,-83.152116,Plastics and Rubber,YES,31287.385,0,0,31287.385
WESTLAKE CHEMICALS & VINYLS LLC,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.262255,-91.185837,Chemicals,NO,0,0,0,31284
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,NO,14951,0,0,31275
EES COKE BATTERY LLC,RIVER ROUGE,WAYNE,MI,48218,42.283105,-83.113962,Petroleum,NO,31000,0,0,31240
MOSAIC FERTILIZER LLC-NEW WALES PLANT,MULBERRY,POLK,FL,33860,27.834363,-82.049256,Chemicals,NO,31000,190,0,31190
ASHLAND SPECIALTY INGREDIENTS GP,HOPEWELL,HOPEWELL (CITY),VA,23860,37.290756,-77.282185,Chemicals,NO,2506,0,0,31129
EXXON MOBIL CORP - BATON ROUGE PLASTICS PLANT,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70807,30.552014,-91.178517,Chemicals,YES,22142,0,0,31100
SIMPLOT PHOSPHATES LLC,ROCK SPRINGS,SWEETWATER,WY,82901,41.53841,-109.12746,Chemicals,NO,0,0,0,31098
